Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
"MINE, Inc. and MINE Innovation Engineering GmbH",https://www.crunchbase.com/organization/mine-inc-and-mine-innovation-engineering-gmbh,"MINE and Reality Ventures provide a unique vertically integrated corporate ecosystem for the creation of technology companies. It offers strategic and financial investors cost-effective, lower risk technology innovation with higher ROI. A  five-stage targeted innovation engineering and technology company creation process called IP Mining:tm: covers the entire path from the original invention at the core of a new technology to the successful establishment of a company for bringing the corresponding products to market. The MINE group of companies, consisting of MINE Holding GmbH, MINE Innovation Engineering GmbH and its subsidiary MINE Inc. in San Francisco, and Reality Ventures Beteiligungs GmbH were founded and established in Berlin in June/July 2013 by the innovator and entrepreneur Rolf Herken together with the company Dassault Systèmes International S.A.S. as founding partner and first strategic investor. MINE and Reality Ventures provide a unique vertically integrated corporate ecosystem for the creation of technology companies. Headquartered in Berlin with main research and development centers in San Francisco and Berlin, the two companies are bringing some of the world’s brightest minds together to develop completely new, high impact technologies with extremely low overhead in the shortest possible time. They design, build and develop platforms and solutions that operate on a massive scale to benefit millions of people. MINE and Reality Ventures also provide the corporate and financial framework for the successful implementation of a new, highly efficient funding model for start-ups that benefits both innovators and investors. While scientists and engineers will be freed up to put their talent to work on innovative solutions without distraction, it is expected that in return for the funding of this ecosystem, significant strategic advantages and exceptionally large returns will be generated for the strategic and financial investors in Reality Ventures. How it works: Most ideas in technology do not materialize out of the blue. They are the result of intellectual and technological processes that happen over long periods of time. They can be localized and   discovered based on knowledge of these processes and subsequently be mined efficiently. It is not efficient to stumble around and pick up gold nuggets by chance. Unlike traditional early stage venture capital fund-based approaches which invest in multitudes of start-up companies with minor variations of relatively simple but unproven ideas, the targeted innovation generation at MINE aims at creating start-up companies with relevant products that are biased toward high growth and a lower investment risk. MINE provides a unique opportunity for brilliant innovators and highly talented, experienced engineers to develop and pursue a product idea that excites them in a largely pressure-free environment, with competitive pay and benefits plus the guarantee that they will own a significant share of their start-up.  Once their idea is proven feasible, it can be commercialized without having to spend their own funds, precious time or emotional capital hunting for financial backers. Reality Ventures funds MINE, which in turn provides intellectual, corporate, financial and legal support for the engineering project teams. To maximize success rates, MINE and Reality Ventures have devised a five-stage IP Mining:tm: process: Innovation, Ingeneering:tm:, Incubating, Investing and Implementing. Ingeneering:tm: is the targeted creation of proof-of-concept and prototype technologies by MINE’s ingenious engineering talent. It is the key stage of the IP Mining:tm: process. Once each proof-of-concept technology is validated, typically within 18 to 24 months, a start-up company is formed with the option for the engineers to join and own a significant share of their start-up company at low personal risk. The MINE group of companies operates in the form of transcontinental teams led by accomplished innovation and business executives who guide the project teams, guarantee a smooth business operation, and ensure the timely creation of the resulting start-up companies initially funded by Reality Ventures. The model leverages the experience and insight of the strategic investors into innovation and engineering for a vast range of industries and customers to advise MINE and help the company to select its innovation engineering projects wisely. It also leverages effectively the cash reserves of these investors for targeted innovation engineering projects and the funding of the resulting technology companies without increasing their operating expenses and hence without decreasing their earnings per share. At the same time, it allows the strategic investors to share the associated risk with a group of large financial investors while having a first right of refusal on the resulting companies. In return, these financial investors will greatly benefit from the higher likelihood of success resulting from the new model. Targeted Industries and Domains:  MINE innovation engineering projects are initially focused on the development of fundamental scalable platform solutions for cloud computing -	Data and process distribution -	Secure communication and transaction processing -	Image processing -	Data analytics -	Visualization -	Simulation -	Artificial intelligence and on related cloud-based consumer and professional applications. Innovation engineering projects may also be focused on -	Application-specific processor logic design -	Neural computing -	Robotics -	Energy -	Life Sciences and Medical Technologies. Some of the technological challenges that could be tackled in MINE Innovation Engineering projects are -	cloud-based professional environments for product creation and delivery -	cloud-based digital transaction technologies and platforms -	cloud-based technologies and platforms for security and privacy -	cloud-based intelligent support systems -	cloud-based future-generation telecommunication technologies and platforms. With sufficient funding, MINE could also tackle these problems -	revolutionary (computer) processor architectures and manufacturing processes -	scalable technologies for cost-efficient, sustainable energy creation   Current Status: Dassault Systèmes International S.A.S. is the first strategic investor in Reality Ventures. The initial investment of Reality Ventures in MINE funds the targeted creation of several large- scale, confidential proof-of-concept prototypes. Once validated internally, these projects will be turned into valuable start-up businesses funded by Reality Ventures. MINE’s current core team of ten seasoned executives and widely respected engineers includes -	Rolf Herken, CEO and CTO, MINE -	Peter Mehlstaeubler, COO and Managing Director of MINE, Berlin -	Larry Tesler , MINE Chief Experience Officer -	Rebecca Tredway, COO MINE of San Francisco -	Karen Kuehnert, CFO of MINE -	Gary Yost, VP Engineering Management of MINE, San Francisco In addition, MINE will hire more than twenty scientists and engineers within the next six months. MINE foresees the creation of additional subsidiaries in other locations with a high density of engineering talent. For more information, please visit  www.MINE.com.","Cloud Computing, Finance, Software, Venture Capital, Virtualization",http://www.mine.com,"Berlin, Berlin, Germany","MINE, Inc. and MINE Innovation Engineering GmbH , a startup incubator, focus on the development of platform solutions for cloud computing.","499,740","5,694","56,863.83",-3.38%,"31,760%",18,1.74,73.74%,55.09%,-44.91%,"3,055,283","308,522",11.23%,European Union (EU),Active,2013-11-19,day,1,11-50,Rolf Herken,,,,,
Reziew,https://www.crunchbase.com/organization/reziew,,"Cloud Computing, Consumer Reviews, E-Commerce, Information Services, Information Technology",https://www.reziew.com/,"Lausanne, Vaud, Switzerland",Reziew is a cloud-based eCommerce solution that allows online businesses to collect and manage consumer reviews.,"1,006,886","5,444","11,371.33",5.36%,33.33%,4,2,0%,0%,200.03%,"3,163,171","-47,463",-1.48%,,Active,2011-01-01,day,,1-10,,,,,,
Awingu,https://www.crunchbase.com/organization/awingu,"Awingu is a ""unified workspace"" that gives users secure access to corporate IT resources such as company applications and data. Leveraging the latest web technologies, Awingu provides a new way of delivering IT services: users can work and collaborate using any device with an HTML5 capable browser independent of whether they are in the office, on the road or work from home. IT administrators don’t need to install any client software or company applications on end-user devices. IT resources remain centrally managed and secure at all times. Awingu.com: One Workspace. Any Device. Anywhere.","Cloud Computing, Enterprise Software, IT Management, Mobile, SaaS, Software, Virtual Desktop",http://www.awingu.com,"Gent, Oost-Vlaanderen, Belgium",Awingu is a browser based Unified Workspace. Secure access to legacy & saas Apps.,"68,510","5,396","9,901.33",-72.98%,-87.34%,48,1.6,-35.58%,80.1%,65.84%,"3,280,607","1,865,973",131.91%,European Union (EU),Active,2011-01-27,day,1,11-50,Kristof De Spiegeleer,1,,12598952,USD,12598952
Neointec Consultores Informáticos,https://www.crunchbase.com/organization/neointec-consultores-informáticos,,"Cloud Computing, Computer, Information Technology",https://www.neointec.com,"Alicante, Comunidad Valenciana, Spain","Neointec Consultores Informáticos provides cloud servers, mail management, customer relation management, and computer maintenance services.","1,650,502","5,266","5,982.33",-22.98%,,0,1,0%,100%,0%,"3,322,379","753,316",29.32%,European Union (EU),Active,2011-01-01,year,,1-10,,,,,,
Cloudwatt,https://www.crunchbase.com/organization/cloudwatt,"Cloudwatt was founded in September 2012, by Orange, Thales and the Caisse des Dépôts, acting on the initiative of the French State to increase the number of sovereign actors in the cloud industry. Since March of 2015, Cloudwatt is 100% affiliated with Orange and integrated into Orange Cloud for Business in order to accelerate the deployment of sovereign public cloudspace in France and Europe. Since January 2016, le name “Cloudwatt” refers to the Orange Cloud for Business’s IaaS solution portfolio based on 100% opensource Openstack technology or to the PaaS solution portfolio with the Big Data offer (First French DBaaS offer). Orange is a French multinational telecommunications corporation. It is a global provider for mobile phone, landline, Internet, mobile internet, and IP television services, with +225 million customers and, under the brand Orange Business Services, is one of the world leaders in providing telecommunication services to multinational companies. Cloudwatt, sovereign producer of computing power, offers infrastructure as a service (IaaS) as well as concrete solutions to use-cases such as Big Data and one-click application deployment. In minutes you can provision versatile virtual resources thanks to their console, whether to deploy your applications or store and manipulate your data. ","Cloud Computing, Information Technology, Open Source",https://www.cloudwatt.com/,"Boulogne-billancourt, Ile-de-France, France",Cloudwatt is sovereign producer of computing power.,"555,744","5,041","9,696.67","1,320%",-88.89%,107,2.61,8.88%,21.52%,-46.2%,"3,393,978","-4,795,588",-58.56%,European Union (EU),Closed,2012-01-01,year,,101-250,,,,,,
AppsCare,https://www.crunchbase.com/organization/appscare,AppsCare makes clients feel secure knowing clients can rely on this google premier partner accredited company.,"Cloud Computing, Cloud Data Services, Cloud Infrastructure",https://www.appscare.com/,"Leeds, Leeds, United Kingdom",AppsCare company deploys and supports G Suite.,"1,268,808","4,780","3,178.83",27.84%,,0,1,0%,100%,0%,"3,506,342","-336,361",-8.75%,,Active,2011-01-01,year,,11-50,,,,,,
SIDES,https://www.crunchbase.com/organization/simplydelivery,"SIDES (formerly SimplyDelivery) is a Berlin-based startup that provides cloud software for restaurant chains, ghost kitchens or individual businesses.","Cloud Computing, Software",https://www.get-sides.de/,"Berlin, Berlin, Germany","SIDES is a Berlin-based startup that provides cloud software for restaurant chains, ghost kitchens or individual businesses.","16,015","4,775","5,716.17",-61.21%,616%,358,1.84,10.89%,46.86%,-7.74%,"3,508,568","1,576,645",81.61%,European Union (EU),Active,2014-01-01,year,3,11-50,"Björn Wisnewski, Marietta Hollensteiner, Ronny Rohland",,,,,
Noovle,https://www.crunchbase.com/organization/noovle,Noovle is an Italian ICT consultancy and system integration company specialised in the supply of cloud projects and solutions and one of Google Cloud’s main partners in the Italian market.,"Cloud Computing, Cloud Management, Information and Communications Technology (ICT), Information Technology, Software",https://www.noovle.it/,"Milan, Lombardia, Italy","Noovle is a strategic ICT and Cloud consultancy and system integration company, specialized in cloud projects and solutions.","191,768","4,761","3,650.5",29.9%,-85.71%,14,1.36,-51.26%,82.55%,688.44%,"3,205,048","-23,441",-0.73%,European Union (EU),Active,2013-01-01,year,1,101-250,Mariarosaria Taddeo,,,,,
Qarnot,https://www.crunchbase.com/organization/qarnot-computing,"Qarnot provides economical  and ecological cloud HPC on a disruptive platform. Qarnot designs and develops Q.rad, a computing heater embedding microprocessors as a heat source and connected to the Internet. The company has built three generations of computing heaters with multiple CPU's and sold it to construction companies looking for heaters for new buildings. Qarnot  offers affordable HPC to avoid data center costs related to infrastructure, maintenance, and cooling. Qarnot was founded on 2010 and is headquartered in Montrouge, France.","3D Technology, Cloud Computing, Cloud Infrastructure, Information Technology, Internet of Things, Smart Building, Software",https://www.qarnot.com,"Montrouge, Ile-de-France, France",Qarnot provides economical  and ecological cloud HPC on a disruptive platform.,"43,058","4,605",,,,40,1.67,,63.17%,,"3,562,250",,,European Union (EU),Active,2010-01-01,year,2,11-50,"Miroslav Sviezeny, Paul Benoit",,,,,
Gapotchenko,https://www.crunchbase.com/organization/gapotchenko,,"Cloud Computing, Information Technology, Software",https://www.gapotchenko.com/about,"Kharkiv, Sums'ka Oblast', Ukraine",Gapotchenko stays abreast of the latest technological trends in offering a wide range of IT solutions to its diverse clientele.,"979,361","4,443","3,103.83",29.65%,-17.24%,48,2.5,-34.11%,37.59%,15.13%,"3,587,002","-252,885",-6.59%,,Active,2012-01-01,year,,1-10,,,,,,
iukanet,https://www.crunchbase.com/organization/iukanet,,"Cloud Computing, Internet, Web Hosting",https://www.iukanet.com/,"Alfafar, Comunidad Valenciana, Spain",iukanet provides web hosting solutions for companies and professionals.,"819,241","4,435",,,,66,2,,0%,,"3,614,639",,,European Union (EU),Active,2010-01-01,day,,1-10,,,,,,
dal33t GmbH,https://www.crunchbase.com/organization/dal33t-gmbh,"dal33t /PowerFolder provides in-house private cloud solutions for sync/backup/sharing. The origin of the company is in the open source sector and the first version of PowerFolder was released in 2004 as a peer 2 peer exchange tool. Since 2007 PowerFolder was available as a product focused on peer to peer sync and sharing, but developed fast into a cloud based online storage with peer 2 peer synchronization for business customers. Today PowerFolder is providing inhouse sync /backup and sharing cloud solutions with a strong focus on security and large scale installations. Among the large user database are many white labeled resellers and Universities in the US and Europe as well as fortune 500/ DAX companies.  PowerFolder is used in Germany's biggest Educational Cloud (bwsyncandshare 450.000 licensed users) The Company is based in Germany and privately held.","Cloud Computing, Cloud Management, Flash Storage, Private Cloud, Security, Software",http://www.powerfolder.com,"Meerbusch, Nordrhein-Westfalen, Germany",Private sync cloud solutions,"1,110,441","4,412","8,589.33",-82.82%,-92.64%,29,2.02,-56.91%,19.9%,-3.86%,"3,621,249","2,344,949",183.73%,European Union (EU),Active,2011-01-01,year,,11-50,,,,,,
