Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Replicated,https://www.crunchbase.com/organization/replicated,Replicated is the modern way to ship multi-prem software. Replicated gives software vendors the tooling needed to deliver and manage cloud native applications inside customers'​ environments to provide greater security and control.,"Cloud Infrastructure, Developer Tools, Enterprise Software, Software",https://www.replicated.com/,"Los Angeles, California, United States",Replicated provides a platform for delivering and managing Kubernetes applications in any environment.,"4,113","16,853","21,174.83",-18%,-34.54%,235,2.1,24.86%,61.42%,-5.05%,"1,668,181","197,234",13.41%,"Greater Los Angeles Area, West Coast, Western US",Active,2014-01-01,year,2,51-100,"Grant Miller, Marc Campbell",,,,,
Clear Street,https://www.crunchbase.com/organization/clear-street-8e71,"Clear Street builds modern infrastructure for capital markets. The company offers prime brokerage services, including clearing and custody. Its cloud-native, prime brokerage platform helps in improving access, speed, and service for its clients.","Cloud Infrastructure, Financial Services, FinTech",https://clearstreet.io,"New York, New York, United States",Clear Street builds modern infrastructure for capital markets.,"31,580","16,351","9,979.83",125.41%,"28,500%",0,1.11,-24.99%,89.05%,48.24%,"1,695,123","-905,975",-34.83%,"Greater New York Area, East Coast, Northeastern US",Active,2018-01-01,year,3,251-500,"Chris Pento, Sachin Kumar, Uriel Cohen",,,,,
Sync Computing,https://www.crunchbase.com/organization/sync-computing,"Sync Computing is a developer of an optimization processing unit designed to eliminate some of society's profound problems. The company's optimization processing unit is an algorithm in hardware form and solves combinatorial optimization problems that exist in industries such as telecom, pharma, finance, logistics, and those that rely on machine learning, enabling organizations and communities to solve optimization problems effectively and efficiently.","Cloud Computing, Cloud Infrastructure, Hardware, Software",https://www.synccomputing.com,"Cambridge, Massachusetts, United States",Sync Computing is a cloud infrastructure company that develops of an optimization processing unit.,"4,083","16,339",,"1,077.16%",106.09%,474,3.04,1.43%,31.9%,,"1,664,566","-4,273,767",-71.97%,"Greater Boston Area, East Coast, New England",Active,2019-01-01,year,2,1-10,"Jeff Chou, Suraj Bramhavar",,,,,
Opstrace,https://www.crunchbase.com/organization/opstrace,"Private - Data stays in your network. Secure - Multi-tenant APIs with authenticated endpoints. Cost-effective - Controllable cost, up to 10x cheaper than popular metered services.","Cloud Infrastructure, Data Visualization, Developer Tools, Internet, Open Source, Software",https://opstrace.com,"San Francisco, California, United States",Secure Observability Deployed in your Network,"193,627","15,766","6,015.33",994.1%,"5,700%",174,1.26,12.19%,74.41%,-20.87%,"1,695,142","-4,088,075",-70.69%,"San Francisco Bay Area, West Coast, Western US",Active,2019-04-17,day,2,1-10,"Mat Appelman, Sebastien Pahl",,,,,
NFWare,https://www.crunchbase.com/organization/nfware,"At NFWare, we develop super-fast virtualized IP routing solutions for Service Providers, Operators and Data Centers. Groundbreaking virtualisation technology and proven multi-core packet-processing algorithms allow NFWare products to create high-performance infrastructure with the flexibility and agility of software and carrier-grade capabilities only normally seen on hardware. We’re helping companies build the world’s next generation of networks.","Cloud Infrastructure, Software, Telecommunications, Virtualization",https://www.nfware.com,"Sunnyvale, California, United States",NFWare develops disruptive virtualized network software for operators and data-centers.,"52,252","15,587","3,618.33","1,714.55%","6,086.36%",545,3.05,205.15%,48.71%,-51.29%,"1,704,584","-4,999,547",-74.57%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,3,11-50,"Alexander Britkin, Igor Ryzhov, Pavel Ivashchenko",,,,,
Mbanq,https://www.crunchbase.com/organization/finlink-inc,,"Banking, Cloud Computing, Cloud Infrastructure, Cryptocurrency, Finance, Financial Services, FinTech, Software",http://www.mbanq.com/,"Healdsburg, California, United States",Mbanq builds digital banking technology that enables you to create a better bank for your customers,"134,418","15,165","28,368.5",8.87%,159.9%,499,7.14,70.3%,51.16%,122.43%,"1,728,435","10,684",0.62%,"San Francisco Bay Area, West Coast, Western US",Active,2016-08-22,day,3,11-50,"Igor Kostyuchenok, Lars Rottweiler, Vladimir Lounegov",,,388961,USD,388961
Bluelight Consulting,https://www.crunchbase.com/organization/bluelight-consulting-e93c,"Bluelight Consulting is a fully remote team of passionate developers and engineers who build web and mobile applications, custom business software solutions, cloud migrations, and infrastructure management for businesses across a variety of industries.  With our powerful software and cloud computing solutions, we help teams achieve high-velocity business growth.","Apps, Cloud Infrastructure, IaaS, Outsourcing, SaaS, Software, Web Development",https://bluelight.co/,"Sacramento, California, United States","A Nearshore DevOps & Software Outsourcing company that helps startups, SaaS, and enterprises with cutting-edge solutions","501,670","15,060","8,666.17",69.65%,58.33%,21,1.11,11.11%,89.91%,-10.09%,"1,733,975","-469,653",-21.31%,"West Coast, Western US",Active,2019-08-01,month,1,11-50,Chase Bolt,,,,,
Songspace,https://www.crunchbase.com/organization/songspace,"Songspace is a collaborative song network that makes it easier for creators to work together, utilizing the creative process to aggregate important data like recordings, lyrics, and copyright ownership details for music enterprises. Songspace naturally links everyone together through a network built on the notion that songs are the foundation of the music business ecosystem. By connecting creators and stakeholders together through songs and their associated data, Songspace makes the process of creating and selling music more integrated and efficient. For creators, Songspace is simple, friendly technology for saving and sharing ideas, lyrics,  recordings, and the copyright information associated with each contributor. For enterprises, Songspace is a complete CMS that captures fundamental assets and data from the start, via creators, and feeds them into a platform that can be utilized by any music stakeholder to better run their business.   Songspace is a partner company of American Songwriter Magazine and is based in Nashville, TN, the songwriting capital of the world.","Cloud Infrastructure, Music, Professional Networking",http://www.songspace.com,"Nashville, Tennessee, United States",Professional network that powers creative and business workflows via shared music assets and data.,"414,765","14,872","26,520.83",24.04%,63.67%,"2,496",2.61,19.1%,54.56%,-14.31%,"1,791,132","-171,268",-8.73%,Southern US,Active,2013-01-01,year,5,11-50,"Chris Igoe, Christopher Igoe, Jesse Feister, Robert Clement, Robert Clement",,,,,
ZT Systems,https://www.crunchbase.com/organization/zt-systems,"Some of most important things in their lives are no longer physical. Their relationships, their memories, their favorite music, even the way they do business are becoming more powerfully enabled by the cloud. ZT Systems isn’t just in the business of engineering and building hardware solutions. They’re in the business of providing the infrastructure that will power the future of human progress, interaction, and achievement. And they don’t take this responsibility lightly. ZT Systems partners with you to collaboratively design hyperscale compute and storage solutions based on your unique value criteria. Instead of limiting you to a catalog or roadmap, they develop a set of evolving platform building blocks that balance technology leadership, cost efficiency and supply diversity. The resulting solutions are best fit to your unique workload, performance and operating cost requirements – and free from nonessential functionality and add-ons. Similarly, optional logistics and service solutions are tailored to match specific requirements and compliment customer resources. Founded in 1994, and headquartered in Secaucus, New Jersey, ZT Systems is a private company ensuring complete confidentiality for their customers. They combine the scale needed to support the largest customers with the agility of a focused, efficiently-structured organization. This means they can act quickly to do what’s necessary – no bureaucracy or competing priorities, no limitations in expertise or scale.","Cloud Computing, Cloud Infrastructure, Internet",https://www.ztsystems.com,"Secaucus, New Jersey, United States",ZT Systems is a professional provider in the cloud solutions.,"90,470","14,637","10,080.67",124.08%,"3,147.62%",682,7.74,115.49%,15.8%,-53.91%,"1,807,273","-931,764",-34.02%,"Greater New York Area, East Coast, Northeastern US",Active,1994-01-01,year,,501-1000,,,,7720508,USD,7720508
ClearScale,https://www.crunchbase.com/organization/clearscale,"ClearScale is a cloud-native systems integration, strategic consulting and application development company founded in 2011. The company designs, builds, integrates, and manages complex infrastructures and applications on AWS exclusively. ClearScale has successfully delivered more than 850 cloud projects for clients ranging from startups to large enterprises and public sector organizations.","Big Data, Cloud Computing, Cloud Infrastructure, Consulting, Software",http://www.clearscale.com,"San Francisco, California, United States","AWS Premier Consulting Partner delivering best-of-breed cloud systems integration, application development, and managed services.","112,310","14,608","14,888.67",-60.67%,-79.76%,304,1.42,38.33%,69.5%,-28.86%,"1,761,379","807,270",84.61%,"San Francisco Bay Area, West Coast, Western US",Active,2011-01-01,year,1,101-250,Pavel Pragin,,,,,
Total Uptime Technologies,https://www.crunchbase.com/organization/total-uptime-technologies,"Total Uptime Technologies ADCaaS improves availability, security, performance, and cloud integration for DaaS, SaaS, websites, e-commerce, APIs, IoT, and any other application. Total Uptime eliminates the complexity of integrating, securing, and managing today’s multi-cloud network. Their customers can proactively monitor and manage application availability, security, performance and automate network corrections to ensure continuous delivery of critical applications in real-time. Whether your IT infrastructure is on-premise, in a private cloud, public cloud, or a hybrid, there are significant challenges and costs associated with meeting internal and external customer demands for availability. Even the biggest public cloud providers suffer from frequent outages. We give our customers the tools to mitigate them quickly and easily. Many customers say that we’re the company they wish they found several years ago. Generally, once you share your challenges, we can understand them and demonstrate our capabilities and our value proposition becomes pretty clear.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Security, Software, Web Hosting",https://totaluptime.com,"Skyland, North Carolina, United States","Total Uptime Technologies eliminates the complexity of integrating, securing and managing today’s multi-cloud network.","691,200","14,254","19,086.17",96.61%,-96.77%,22,1.5,10.36%,79.75%,-0.96%,"1,835,521","-766,899",-29.47%,"East Coast, Southern US",Active,2011-06-30,day,1,11-50,Jonathan Hoppe,,,310034,USD,310034
